FileName,SplineBatch,sex,line,individual,Date,Time,Tags,Scale,x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,x7,y7,x8,y8,x9,y9,x10,y10,x11,y11,x12,y12,x13,y13,x14,y14,x15,y15,x16,y16,x17,y17,x18,y18,x19,y19,x20,y20,x21,y21,x22,y22,x23,y23,x24,y24,x25,y25,x26,y26,x27,y27,x28,y28,x29,y29,x30,y30,x31,y31,x32,y32,x33,y33,x34,y34,x35,y35,x36,y36,x37,y37,x38,y38,x39,y39,x40,y40,x41,y41,x42,y42,x43,y43,x44,y44,x45,y45,x46,y46,x47,y47,x48,y48,CS
C:\Waiting_wings\Maria\splininghome\Batch1\african_m_31n_007.tif,Batch1,m,31n,7,3_7_2016,15:23:49,Dmel,0.014,-0.04665631,-0.11517904,-0.21631881,-0.03964988,-0.23258522,0.01310762,-0.14914885,0.08752204,0.11914972,0.06541792,0.19231665,0.05401205,0.00162532,-0.06206128,0.00016223,-0.01854254,0.09269756,0.00419218,0.09057222,0.02204282,0.15783581,0.02503421,0.1703532,-0.00639726,0.19288254,-0.02293809,0.17908963,-0.06854949,0.14450219,-0.10394217,0.09762338,-0.12002003,0.04728532,-0.12363359,-0.002777,-0.12084985,-0.09452419,-0.10655139,-0.1412679,-0.0931547,-0.18525755,-0.0701687,-0.23048332,-0.01209381,-0.21768412,0.04442554,-0.18975872,0.06859369,-0.10577847,0.0966289,-0.05874585,0.09880112,-0.00968995,0.09540287,0.05284143,0.086499,0.15085673,0.04160437,0.19247961,0.03185207,-0.02527493,-0.08194691,0.05574147,-0.03846917,0.11110755,-0.02012225,-0.1476826,-0.02817539,-0.07855817,-0.02062198,0.04158062,-0.00970502,0.13939724,0.00739969,-0.17413203,0.02831821,-0.11796224,0.03282146,-0.05237226,0.03411064,0.02072509,0.03333815,0.11945455,0.02331579,-0.10127207,0.0789802,-0.04374385,0.07076864,0.01640319,0.0609954,0.07887232,0.04750694,0.15487283,0.0703404,0.001246,-0.04025937,6.547
C:\Waiting_wings\Maria\splininghome\Batch1\african_m_31n_008.tif,Batch1,m,31n,8,3_7_2016,15:23:49,Dmel,0.014,-0.04730127,-0.11522276,-0.21789108,-0.0371251,-0.23222915,0.01673295,-0.14567986,0.08985859,0.11381588,0.06667053,0.19208401,0.05594301,-0.00134438,-0.06360104,-0.00022611,-0.01955216,0.09038252,0.00334601,0.08906554,0.02210576,0.16038617,0.02505621,0.16763708,-0.00436409,0.19594539,-0.01856671,0.18058727,-0.06773445,0.14670912,-0.10436294,0.09927059,-0.12071602,0.04856607,-0.12422452,-0.00174885,-0.12121792,-0.09391415,-0.10682877,-0.14078982,-0.09321164,-0.18484466,-0.07013298,-0.23047741,-0.01222988,-0.21819798,0.04462235,-0.19025021,0.06911866,-0.10588486,0.0980401,-0.05855251,0.09996401,-0.00936898,0.09579643,0.05312991,0.08576338,0.15080369,0.04024372,0.19318777,0.03464473,-0.02617427,-0.08256416,0.05433007,-0.039315,0.10930961,-0.02096781,-0.14893813,-0.02814865,-0.07957315,-0.02150502,0.04088005,-0.01025223,0.13921191,0.00552044,-0.17387307,0.02803027,-0.11761968,0.03190023,-0.05188515,0.03287771,0.02128109,0.03132005,0.12024319,0.02433455,-0.09874255,0.07741887,-0.04141758,0.06852214,0.01854576,0.0586732,0.08112445,0.04620115,0.1511888,0.07057801,-0.00076112,-0.04143921,6.502
C:\Waiting_wings\Maria\splininghome\Batch1\african_m_31n_009.tif,Batch1,m,31n,9,3_7_2016,15:23:49,Dmel,0.014,-0.05131058,-0.11462128,-0.21761469,-0.03700166,-0.23223063,0.01260552,-0.14786472,0.0879903,0.11456141,0.06824167,0.19406982,0.05300709,-0.00347894,-0.06207298,-0.00735313,-0.01827189,0.09347231,0.00225874,0.09203186,0.02224573,0.15789894,0.02295942,0.17002533,-0.00811091,0.19966732,-0.01360409,0.18018657,-0.06612732,0.14660355,-0.10182031,0.09965513,-0.11695006,0.04947695,-0.12281564,-0.00074365,-0.12135424,-0.09257681,-0.10623495,-0.13905929,-0.09211676,-0.1830256,-0.06962852,-0.2304001,-0.01274264,-0.21640548,0.04395502,-0.1886988,0.06825132,-0.10498449,0.09734358,-0.05786405,0.09954586,-0.00879319,0.09582204,0.05365173,0.08636773,0.1508136,0.04075801,0.19609397,0.02891945,-0.02881846,-0.08209084,0.05365409,-0.03931669,0.10983648,-0.02131668,-0.14918669,-0.02676359,-0.07905062,-0.0201518,0.04254963,-0.00950312,0.14233871,0.00402644,-0.17433123,0.02683494,-0.11826729,0.03133495,-0.05272357,0.03330352,0.02035335,0.03291333,0.11890787,0.02280121,-0.10055131,0.07713515,-0.0430573,0.06918983,0.01701703,0.05979166,0.07938743,0.04638248,0.15263774,0.06898603,-0.00650022,-0.04035507,6.702
C:\Waiting_wings\Maria\splininghome\Batch1\african_m_31n_010.tif,Batch1,m,31n,10,3_7_2016,15:23:49,Dmel,0.014,-0.04884864,-0.11385774,-0.22002155,-0.03746622,-0.23352351,0.01624458,-0.14365441,0.08842489,0.11457846,0.0672671,0.19420341,0.05399311,-0.00097317,-0.06121079,-0.00389115,-0.01924604,0.09334884,0.00240497,0.09352758,0.0221745,0.1571543,0.02379479,0.17030757,-0.00593514,0.19755474,-0.01490229,0.17820572,-0.06563208,0.14643545,-0.10305599,0.09954418,-0.12008021,0.04898769,-0.12370206,-0.00114709,-0.12058993,-0.09278943,-0.10536365,-0.13936655,-0.09212416,-0.18384929,-0.07066665,-0.23253815,-0.01365704,-0.21756011,0.04414634,-0.18918686,0.06784215,-0.10541589,0.09621924,-0.05840408,0.09842801,-0.00940766,0.09472349,0.05297514,0.08525722,0.15068282,0.04105644,0.19530565,0.03133357,-0.02708632,-0.08084299,0.05505517,-0.038327,0.11090098,-0.02049514,-0.15064346,-0.02724373,-0.08046734,-0.020435,0.0414419,-0.01025194,0.14094728,0.00506526,-0.17435918,0.02800248,-0.11830371,0.03207309,-0.052767,0.03332211,0.02020364,0.03180077,0.11879231,0.02201873,-0.09874624,0.07624982,-0.04196766,0.0691296,0.0171736,0.05955458,0.07864448,0.04645984,0.15234952,0.06845654,-0.00340197,-0.04035746,6.602
C:\Waiting_wings\Maria\splininghome\Batch1\african_m_31n_011.tif,Batch1,m,31n,11,3_7_2016,15:23:49,Dmel,0.014,-0.04929324,-0.11294908,-0.21896275,-0.0355319,-0.23312792,0.01564282,-0.15045596,0.08428337,0.12199939,0.06373176,0.19527951,0.05224719,-0.00258876,-0.06308171,-0.00602427,-0.01777519,0.09106323,0.00113497,0.08813086,0.02086134,0.15403192,0.02476841,0.1718858,-0.00831943,0.19965284,-0.01257745,0.18037478,-0.06616922,0.14691293,-0.10205108,0.10029511,-0.11859014,0.0499957,-0.12305592,-0.00002662,-0.12028107,-0.09129096,-0.10416802,-0.13750858,-0.09043297,-0.18151365,-0.06891909,-0.23158989,-0.01354315,-0.2156956,0.04429376,-0.18688417,0.06693995,-0.10385619,0.09537809,-0.05706129,0.0983033,-0.0081129,0.09522054,0.05422129,0.08609238,0.15121558,0.04071073,0.19688346,0.02847226,-0.02692794,-0.08039977,0.05562764,-0.03863895,0.11176503,-0.02123926,-0.15093955,-0.02761798,-0.08080675,-0.02071137,0.04087814,-0.00919585,0.14076608,0.00413342,-0.17440405,0.02673655,-0.11895188,0.03173542,-0.05400984,0.03372672,0.01836464,0.03264057,0.11609924,0.02221186,-0.10296393,0.07735305,-0.04575359,0.07030109,0.01411939,0.0618857,0.07617723,0.04887908,0.15747961,0.06798835,-0.00446915,-0.04042406,7.371
C:\Waiting_wings\Maria\splininghome\Batch1\african_m_31n_012.tif,Batch1,m,31n,12,3_7_2016,15:23:49,Dmel,0.014,-0.04685043,-0.11347212,-0.21870959,-0.03705703,-0.23297544,0.01448956,-0.15112927,0.08688321,0.11780849,0.06594064,0.19514237,0.05020629,0.00031223,-0.06204904,-0.0017652,-0.02000524,0.09540699,0.00132508,0.09389495,0.02175488,0.15491511,0.02361828,0.17238565,-0.00716478,0.19700016,-0.01634198,0.17854904,-0.06586361,0.14508649,-0.10149293,0.0985094,-0.11720065,0.04843039,-0.12180929,-0.00150366,-0.11946839,-0.09292559,-0.10472073,-0.13936526,-0.09140061,-0.18357268,-0.06968707,-0.23142993,-0.01278801,-0.21713777,0.04454791,-0.18920019,0.06870839,-0.10534176,0.09656732,-0.05847239,0.09835322,-0.00966881,0.09448271,0.05253239,0.08516087,0.15032177,0.04185458,0.19571054,0.02985366,-0.02557822,-0.07968929,0.05686781,-0.03802845,0.11276868,-0.0206145,-0.14928575,-0.02669185,-0.07929545,-0.02011594,0.04225479,-0.01044741,0.14151117,0.00453113,-0.17396909,0.02737662,-0.11828501,0.03191259,-0.05318519,0.03312516,0.01926563,0.03126502,0.11721997,0.0222603,-0.10358912,0.07746166,-0.04614115,0.06935052,0.01410418,0.06085062,0.07672708,0.04841097,0.15520361,0.06714221,-0.00255193,-0.04132447,6.772
C:\Waiting_wings\Maria\splininghome\Batch1\african_m_31n_014.tif,Batch1,m,31n,14,3_7_2016,15:23:49,Dmel,0.014,-0.05144488,-0.11404579,-0.21858211,-0.03531104,-0.2316343,0.01406309,-0.15048954,0.08656882,0.11746203,0.06571644,0.19476016,0.05202179,-0.00417667,-0.06225562,-0.00343584,-0.01881455,0.08976054,0.00144769,0.08773089,0.02237815,0.16078708,0.02095062,0.16987575,-0.00780074,0.19827354,-0.01021363,0.18017748,-0.06524946,0.14662306,-0.10128654,0.09990549,-0.11777866,0.04956958,-0.12249224,-0.000595,-0.12048438,-0.09247242,-0.10649084,-0.13910387,-0.09279969,-0.18291008,-0.07000369,-0.22999758,-0.01336283,-0.21658123,0.0430045,-0.18904192,0.06731222,-0.10571939,0.09701458,-0.05864463,0.09960117,-0.00957462,0.09617634,0.05282485,0.08682809,0.14896682,0.0400082,0.19598349,0.030352,-0.02939257,-0.08102958,0.05355017,-0.03900717,0.10986133,-0.02159184,-0.14976448,-0.02553331,-0.07992892,-0.01978381,0.0411046,-0.01004293,0.1403513,0.00326832,-0.17354544,0.02562771,-0.11735725,0.03074333,-0.05153233,0.03331354,0.02189514,0.03190848,0.12074647,0.02200767,-0.10171976,0.07869234,-0.0431403,0.07089495,0.01815099,0.06139724,0.08142506,0.04654443,0.15466976,0.06806532,-0.00367047,-0.04052869,6.853
C:\Waiting_wings\Maria\splininghome\Batch1\african_m_31n_015.tif,Batch1,m,31n,15,3_7_2016,15:23:49,Dmel,0.014,-0.04111571,-0.11623212,-0.21712522,-0.04250708,-0.23201541,0.01244745,-0.14548886,0.09040746,0.12271858,0.06408732,0.19413961,0.05260825,-0.00327327,-0.06155293,-0.00746674,-0.01880252,0.0924005,0.00236182,0.09259897,0.02243084,0.15883328,0.02244147,0.17051883,-0.0089396,0.19195265,-0.02026955,0.17666599,-0.06468495,0.14360627,-0.0997267,0.09812562,-0.11739958,0.04800465,-0.12235137,-0.00208675,-0.12056095,-0.09401006,-0.10746701,-0.14119628,-0.09493623,-0.18604026,-0.07239468,-0.23168133,-0.01310174,-0.21646937,0.04265866,-0.18970857,0.0675343,-0.10671725,0.09950984,-0.05927608,0.10207772,-0.01009653,0.09788243,0.05203745,0.0872998,0.14919572,0.04172457,0.19353024,0.0323018,-0.02467957,-0.07994026,0.05606086,-0.03553809,0.11144038,-0.02034457,-0.14947886,-0.02931415,-0.08032216,-0.02133047,0.0393293,-0.00994999,0.13791835,0.00285226,-0.17383518,0.02706577,-0.11769289,0.0323671,-0.05198543,0.03453661,0.02125754,0.03285706,0.11990891,0.0227792,-0.09816864,0.07993456,-0.04090014,0.07150563,0.01915217,0.06222749,0.0811324,0.04755997,0.15669707,0.06638559,-0.00639477,-0.04050043,6.56
C:\Waiting_wings\Maria\splininghome\Batch1\african_m_31n_016.tif,Batch1,m,31n,16,3_7_2016,15:23:49,Dmel,0.014,-0.04646449,-0.11494351,-0.21731464,-0.03925938,-0.23171448,0.01544396,-0.14787175,0.08787347,0.11795323,0.06608349,0.19334408,0.05545403,0.00133124,-0.06171256,-0.00263313,-0.01868462,0.09006011,0.00112573,0.08769371,0.0231066,0.15821379,0.02421292,0.16900919,-0.00621826,0.19462399,-0.02337405,0.18231503,-0.06948959,0.14483672,-0.10191773,0.09853445,-0.11906179,0.04824921,-0.12419367,-0.001938,-0.12102768,-0.09395706,-0.10647841,-0.14098401,-0.09346802,-0.18537053,-0.07065409,-0.23089158,-0.01215956,-0.21664282,0.04373238,-0.18894828,0.06773032,-0.10556143,0.09765829,-0.05828226,0.10029346,-0.0090226,0.09661789,0.05355007,0.08689675,0.151487,0.04142058,0.19369096,0.03409028,-0.02644952,-0.07994808,0.05506384,-0.03802638,0.11020844,-0.01981799,-0.14882801,-0.02837927,-0.07950904,-0.02140149,0.040702,-0.01008036,0.13926447,0.00338995,-0.17341933,0.02633985,-0.11762681,0.03155239,-0.05225436,0.03415488,0.02046589,0.03173679,0.11886727,0.02363717,-0.10025264,0.07825892,-0.04269405,0.07082262,0.01742172,0.06137529,0.07961592,0.04723955,0.15421694,0.07064379,-0.00208846,-0.04059486,6.81
C:\Waiting_wings\Maria\splininghome\Batch1\african_m_31n_017.tif,Batch1,m,31n,17,3_7_2016,15:23:49,Dmel,0.014,-0.05313651,-0.11337402,-0.21650315,-0.04120212,-0.23317921,0.01271513,-0.14564614,0.08843334,0.11599517,0.06737047,0.19588604,0.05236103,0.00103491,-0.06089585,0.00075969,-0.01809622,0.09251737,0.0023608,0.09181793,0.0223645,0.15880338,0.02396371,0.17003688,-0.00575957,0.19534537,-0.01893743,0.17733838,-0.06608752,0.14478532,-0.1027099,0.09814833,-0.11956235,0.04772422,-0.12297398,-0.00238611,-0.12016233,-0.09417078,-0.10574842,-0.14094723,-0.09254331,-0.18524016,-0.07011611,-0.2321348,-0.01224669,-0.21664898,0.04372367,-0.18898873,0.06756771,-0.10593616,0.0973471,-0.05882807,0.10004791,-0.00968756,0.09658055,0.05277293,0.08705331,0.14978641,0.04059673,0.195736,0.03257503,-0.02868163,-0.08168045,0.05366536,-0.03828628,0.11015017,-0.02013884,-0.14764593,-0.02866382,-0.07830515,-0.02051457,0.04205703,-0.00950694,0.1406924,0.00474683,-0.17484395,0.02649888,-0.11858185,0.03137347,-0.05276491,0.03355163,0.02059323,0.03273451,0.1196081,0.02289325,-0.09993299,0.07680912,-0.04254247,0.06947235,0.01729711,0.05990033,0.07946262,0.04662612,0.15453644,0.06906811,0.00018166,-0.03952888,6.663
C:\Waiting_wings\Maria\splininghome\Batch1\african_m_31n_018.tif,Batch1,m,31n,18,3_7_2016,15:23:49,Dmel,0.014,-0.05002982,-0.11833617,-0.21675662,-0.0361488,-0.23089221,0.01952594,-0.14728957,0.08908018,0.12004335,0.06556119,0.19308789,0.05335354,0.00117012,-0.06250274,0.00043503,-0.02115851,0.09187578,0.00228446,0.09119054,0.0221216,0.15508358,0.02573783,0.16944053,-0.00522489,0.19633858,-0.01204873,0.17888802,-0.06619162,0.14574532,-0.10200888,0.09917689,-0.11903974,0.04877324,-0.126405,-0.00195541,-0.12530813,-0.0939803,-0.10829991,-0.1401738,-0.09278953,-0.18331494,-0.06905757,-0.22932189,-0.01261045,-0.21817164,0.0439877,-0.19058403,0.06895748,-0.10606046,0.09714017,-0.05892438,0.09873835,-0.00990878,0.09471901,0.05255786,0.08533316,0.15096437,0.04214861,0.19412635,0.03246028,-0.0278039,-0.08477724,0.05385681,-0.03964257,0.1098992,-0.02044654,-0.14771309,-0.02752379,-0.07848231,-0.02138683,0.04216456,-0.01176633,0.13967018,0.00630467,-0.17260273,0.02994838,-0.11723244,0.03298985,-0.05256603,0.03339381,0.01942886,0.03166206,0.11685799,0.02326105,-0.10055443,0.07858674,-0.04387453,0.07015256,0.01548582,0.06095448,0.07724388,0.0482974,0.15492822,0.0678733,-0.00023966,-0.04189979,6.651
C:\Waiting_wings\Maria\splininghome\Batch1\african_m_31n_020.tif,Batch1,m,31n,20,3_7_2016,15:23:49,Dmel,0.014,-0.05232826,-0.11461785,-0.21706005,-0.03945842,-0.23209706,0.01467989,-0.14599033,0.08842831,0.11911205,0.06540607,0.19440263,0.05205746,-0.00027859,-0.0611348,-0.00213748,-0.01830057,0.09039715,0.00099486,0.08841716,0.02229973,0.15815544,0.02276861,0.16925902,-0.00772512,0.19707672,-0.01549264,0.17921171,-0.06547528,0.14568319,-0.10125848,0.0990253,-0.11720204,0.04874519,-0.12180254,-0.00146188,-0.12027399,-0.0937232,-0.10775733,-0.14088036,-0.09450875,-0.18501853,-0.07107717,-0.23092063,-0.01295525,-0.21708009,0.04308527,-0.18946038,0.06713929,-0.10638732,0.09767466,-0.05915649,0.10059531,-0.00993108,0.09704359,0.05250412,0.0871468,0.1493857,0.04089522,0.19515406,0.03307548,-0.02889428,-0.08222589,0.05319982,-0.03892111,0.10957297,-0.02158292,-0.14840906,-0.0292394,-0.07890485,-0.02126797,0.04169252,-0.00994107,0.14089971,0.00308796,-0.17368556,0.02709255,-0.11779871,0.0326589,-0.05228692,0.03497346,0.0206707,0.03274066,0.11904566,0.02278454,-0.09866248,0.07889153,-0.04154978,0.07046401,0.0182484,0.06081579,0.08021146,0.04683882,0.15558512,0.06835293,-0.00155242,-0.03977307,6.662
C:\Waiting_wings\Maria\splininghome\Batch1\african_m_65n_001.tif,Batch1,m,65n,1,3_7_2016,15:23:49,Dmel,0.014,-0.04553115,-0.11435422,-0.21888388,-0.0408615,-0.23849074,0.00945158,-0.14064765,0.091489,0.11497919,0.06451434,0.19035386,0.05249383,0.01357903,-0.05573084,0.00359952,-0.01609753,0.09128533,0.00313164,0.08892995,0.01967742,0.15916138,0.02300704,0.168566,-0.00442887,0.19241751,-0.0197136,0.17864562,-0.06740332,0.14623551,-0.10542187,0.09818896,-0.12093785,0.04743295,-0.12394657,-0.00280588,-0.12050031,-0.09453377,-0.10454205,-0.14087941,-0.09034267,-0.18504138,-0.06857814,-0.23661896,-0.0128968,-0.21854383,0.04550408,-0.1900687,0.0690295,-0.10634943,0.09872431,-0.0589884,0.10141518,-0.00963644,0.09781654,0.05298373,0.08773428,0.14875246,0.03806306,0.19234344,0.03418478,-0.02172337,-0.08245963,0.05676788,-0.03747784,0.11159455,-0.01987608,-0.14949607,-0.02675805,-0.08019537,-0.01768777,0.04044206,-0.00899287,0.13881822,0.00658895,-0.17847365,0.02333465,-0.12160325,0.02992047,-0.05484055,0.03191462,0.01943794,0.03015333,0.11992499,0.02135507,-0.09701644,0.07728705,-0.04025667,0.06979438,0.01880116,0.05961363,0.07969161,0.04434704,0.15023336,0.06488146,0.00745878,-0.03641886,6.536
C:\Waiting_wings\Maria\splininghome\Batch1\african_m_65n_002.tif,Batch1,m,65n,2,3_7_2016,15:23:49,Dmel,0.014,-0.05075191,-0.11322358,-0.22081602,-0.03732426,-0.23509575,0.01299862,-0.14387991,0.09068654,0.11685046,0.06399736,0.19411879,0.05173038,0.00174358,-0.05920909,-0.00345713,-0.01724126,0.08624532,0.00133864,0.08509228,0.01953485,0.16214642,0.02241707,0.16968632,-0.00395087,0.19748755,-0.01022054,0.18046321,-0.06483877,0.14833664,-0.10302034,0.10043809,-0.11811434,0.04985227,-0.12213705,-0.00041781,-0.12012079,-0.09208919,-0.10442318,-0.13837613,-0.09035445,-0.18262212,-0.06914394,-0.23441158,-0.01421019,-0.21747073,0.04399051,-0.18999058,0.06881539,-0.10591949,0.09828942,-0.05869479,0.09992304,-0.00970096,0.09547104,0.05257537,0.08538572,0.14932755,0.03994726,0.19509966,0.03405459,-0.02705319,-0.08142854,0.05457472,-0.03796146,0.11062053,-0.01998476,-0.15138709,-0.02632789,-0.08136154,-0.01908913,0.04039162,-0.00971807,0.13967752,0.00512088,-0.17582657,0.02485795,-0.11897492,0.02993896,-0.05249476,0.03040622,0.02141759,0.0280132,0.121561,0.02133418,-0.09784543,0.07833834,-0.04024202,0.06973179,0.01957929,0.05802298,0.08151519,0.04223143,0.15294036,0.06416838,-0.00286169,-0.03870223,6.458
C:\Waiting_wings\Maria\splininghome\Batch1\african_m_65n_003.tif,Batch1,m,65n,3,3_7_2016,15:23:49,Dmel,0.014,-0.04864622,-0.11359211,-0.21849777,-0.03729433,-0.23441473,0.00907575,-0.14908947,0.08864108,0.11675176,0.06597756,0.19297219,0.05217403,0.00999436,-0.0570963,0.00548864,-0.01555466,0.08212497,0.00118745,0.07925357,0.01908079,0.16245137,0.02292603,0.17096654,-0.0045912,0.19508132,-0.01712922,0.18271377,-0.06932912,0.14664929,-0.10516436,0.09866364,-0.1192033,0.04818775,-0.1226759,-0.00194745,-0.11997175,-0.09364358,-0.10480261,-0.14013064,-0.09106881,-0.18416331,-0.06883114,-0.23227658,-0.01202274,-0.21711718,0.04490185,-0.18929853,0.06910796,-0.10542772,0.09828296,-0.05817516,0.10051773,-0.0089708,0.09678918,0.0535639,0.08703809,0.14934905,0.03854752,0.19269778,0.03122536,-0.02411276,-0.08165986,0.05659676,-0.03726335,0.11254594,-0.01965434,-0.14932912,-0.02437239,-0.07975346,-0.01806322,0.04087449,-0.00867443,0.13949813,0.00524659,-0.17782003,0.0235057,-0.12092168,0.02893997,-0.05431807,0.03147821,0.01973079,0.02874886,0.12012203,0.02158227,-0.10224659,0.07746789,-0.04327582,0.07142461,0.01781543,0.06063055,0.08103242,0.04550439,0.15237507,0.06486805,0.00607575,-0.03685532,6.705
C:\Waiting_wings\Maria\splininghome\Batch1\african_m_65n_004.tif,Batch1,m,65n,4,3_7_2016,15:23:49,Dmel,0.014,-0.04671712,-0.11386124,-0.21919138,-0.03479918,-0.23335501,0.01226036,-0.1467954,0.08904109,0.1150674,0.0680875,0.19290763,0.05419028,0.00777191,-0.05878306,0.00174728,-0.01813621,0.0802784,0.00113951,0.07806651,0.02022145,0.16190143,0.02436466,0.16674538,-0.0046005,0.19489893,-0.01681184,0.18398575,-0.06943771,0.14940992,-0.10745354,0.10037812,-0.12266788,0.04941028,-0.12383282,-0.00095173,-0.11995172,-0.0932601,-0.10575361,-0.14013401,-0.09224854,-0.18411941,-0.06922219,-0.23107649,-0.01192882,-0.21743264,0.0448877,-0.18936014,0.06907238,-0.10511943,0.09802093,-0.05771527,0.10050981,-0.00825236,0.09722664,0.05475393,0.08816169,0.1517118,0.03957947,0.19349625,0.0332022,-0.02324864,-0.0825881,0.05507534,-0.03815494,0.10948651,-0.01993099,-0.15019297,-0.02449998,-0.08061413,-0.01870025,0.0406639,-0.01103203,0.13860963,0.00584493,-0.17614416,0.0241418,-0.11966239,0.029659,-0.05348463,0.03165854,0.02013565,0.0298698,0.11983831,0.02278849,-0.1006412,0.07808743,-0.04242091,0.07078404,0.01801678,0.05991756,0.08034138,0.04406484,0.15133726,0.06631702,0.00385383,-0.03870398,6.635
C:\Waiting_wings\Maria\splininghome\Batch1\african_m_65n_005.tif,Batch1,m,65n,5,3_7_2016,15:23:49,Dmel,0.014,-0.04585145,-0.11921982,-0.22000281,-0.03413545,-0.23233222,0.01625568,-0.1376273,0.09209997,0.1194041,0.06368105,0.18952293,0.05588548,-0.00068253,-0.06325392,-0.00938615,-0.01848461,0.08743726,0.00180011,0.08709228,0.02018178,0.15787327,0.02607862,0.16468073,-0.00242731,0.19584026,-0.01084555,0.18353212,-0.06734359,0.15015888,-0.10505533,0.10241294,-0.12339539,0.05100031,-0.12855401,-0.00001743,-0.12619159,-0.09232415,-0.1083943,-0.1387051,-0.0930675,-0.18236921,-0.06997684,-0.23087015,-0.01415597,-0.21754224,0.04304932,-0.1897077,0.06767882,-0.10558526,0.098751,-0.05786601,0.10113282,-0.00838168,0.09678017,0.05425498,0.08609303,0.1518827,0.03932263,0.19128756,0.03724543,-0.02596964,-0.08568802,0.0524451,-0.03886343,0.10695211,-0.01958452,-0.15260747,-0.02406072,-0.08284858,-0.01900005,0.03865013,-0.01015529,0.13696094,0.00668172,-0.17399365,0.0278137,-0.11809824,0.03229344,-0.05273305,0.03352867,0.01990395,0.03079955,0.11850101,0.02280878,-0.09398302,0.0788027,-0.03819903,0.07127406,0.01969331,0.06044623,0.07974832,0.04597372,0.15211843,0.06654725,-0.00366952,-0.04115253,6.569
C:\Waiting_wings\Maria\splininghome\Batch1\african_m_65n_006.tif,Batch1,m,65n,6,3_7_2016,15:23:49,Dmel,0.014,-0.04605402,-0.11658168,-0.21583838,-0.03810348,-0.23311661,0.01176133,-0.14606863,0.09092368,0.11570392,0.06641952,0.19471952,0.05396211,0.00362834,-0.06127592,-0.00697859,-0.01742344,0.08470272,0.00194853,0.07924491,0.01965667,0.16351,0.0236337,0.16885743,-0.00238193,0.1920746,-0.0195179,0.1817482,-0.06826451,0.14662575,-0.10394297,0.09924054,-0.11994626,0.0485682,-0.12425507,-0.00186703,-0.12224199,-0.09401499,-0.10704394,-0.14057027,-0.09221719,-0.18385537,-0.06830045,-0.23099949,-0.01159833,-0.21694785,0.04479435,-0.18940278,0.06933605,-0.10555025,0.10010585,-0.0579537,0.10231837,-0.0086206,0.0978339,0.05380079,0.08702187,0.15063661,0.03975644,0.19401491,0.03438703,-0.02458221,-0.0834073,0.05531989,-0.03793222,0.11049628,-0.01897679,-0.14923364,-0.02657639,-0.08011082,-0.01998587,0.0397427,-0.00841078,0.13788419,0.00624481,-0.1754499,0.02394214,-0.11872749,0.02960717,-0.0522884,0.03099524,0.02144548,0.02789936,0.12163756,0.02165548,-0.10023955,0.07826651,-0.04174164,0.07091472,0.01908552,0.06046261,0.08204742,0.0455766,0.1531104,0.0680563,0.00236632,-0.03909595,6.603
C:\Waiting_wings\Maria\splininghome\Batch1\african_m_65n_007.tif,Batch1,m,65n,7,3_7_2016,15:23:49,Dmel,0.014,-0.04915111,-0.11499856,-0.21646395,-0.03957675,-0.23411971,0.00944199,-0.14795108,0.09066599,0.11521462,0.06657237,0.19183783,0.0526667,0.00453463,-0.05951723,0.00139268,-0.01587853,0.08951507,0.00245687,0.08729235,0.01937186,0.16206891,0.02292856,0.16904769,-0.00436911,0.19460381,-0.01448342,0.17991677,-0.06727199,0.14693947,-0.10495105,0.09899832,-0.12124357,0.04808398,-0.12538447,-0.00236367,-0.12231435,-0.09398123,-0.10495475,-0.14009431,-0.09003318,-0.18375646,-0.06764864,-0.23262504,-0.01202837,-0.21704004,0.04425187,-0.19018197,0.06940576,-0.106195,0.09971709,-0.05871911,0.10156086,-0.00947873,0.0972484,0.05308096,0.08727405,0.14960416,0.03915045,0.19265609,0.03280159,-0.02562667,-0.08297413,0.05476149,-0.0381545,0.11063964,-0.02076022,-0.14802521,-0.02636319,-0.07899452,-0.01808378,0.04103405,-0.00896663,0.13897218,0.006057,-0.17521551,0.02350025,-0.11851299,0.02983165,-0.0520288,0.03125565,0.02182812,0.0287068,0.12192614,0.02156891,-0.10173028,0.07812339,-0.04293581,0.07217616,0.01792165,0.06115821,0.08052199,0.04469767,0.15102381,0.06537314,0.00177478,-0.03800685,6.644
