CPFile	File	O1x	O1y	O2x	O2y	Perp	Date	Time	Tags	Scale	Sex	x1	y1	x2	y2	x3	y3	x4	y4	x5	y5	x6	y6	x7	y7	x8	y8	x9	y9	x10	y10	x11	y11	x12	y12	x13	y13	x14	y14	x15	y15	x16	y16	x17	y17	x18	y18	x19	y19	x20	y20	x21	y21	x22	y22	x23	y23	x24	y24	x25	y25	x26	y26	x27	y27	x28	y28	x29	y29	x30	y30	x31	y31	x32	y32	x33	y33	x34	y34	x35	y35	x36	y36	x37	y37	x38	y38	x39	y39	x40	y40	x41	y41	x42	y42	x43	y43	x44	y44	x45	y45	x46	y46	x47	y47	x48	y48	CS
wing1232	C:\Waiting_Wings\MariaPesevski\E39\4X\mp_e39_t18_3_m_r_06.tif	41.5	3.5	12.5	56.5	mp	10_10_2018	10:32:27	dmel	0.00694	f	 -0.05370600	 -0.11566227	 -0.21377847	 -0.03977423	 -0.23194169	  0.01530835	 -0.14284179	  0.09289714	  0.11794097	  0.06370055	  0.19685702	  0.04950666	  0.01009959	 -0.05768813	  0.00276160	 -0.01625527	  0.08790607	  0.00215881	  0.08224393	  0.02119637	  0.15774329	  0.02233854	  0.16864847	 -0.00565480	  0.19015607	 -0.02341203	  0.18074344	 -0.07351927	  0.14392394	 -0.10713298	  0.09495075	 -0.12196326	  0.04398600	 -0.12578122	 -0.00667707	 -0.12317633	 -0.09827691	 -0.10446413	 -0.14269855	 -0.08900197	 -0.18590102	 -0.06539988	 -0.23091414	 -0.00914820	 -0.21560483	  0.04602398	 -0.18776220	  0.07025658	 -0.10373656	  0.10221362	 -0.05571427	  0.10488404	 -0.00620015	  0.10038902	  0.05622733	  0.08922930	  0.15385713	  0.03864808	  0.19332543	  0.02919200	 -0.02787950	 -0.08355130	  0.05449277	 -0.03911615	  0.11063143	 -0.02084800	 -0.14752370	 -0.02567212	 -0.07966014	 -0.01744206	  0.04122188	 -0.00922044	  0.14007607	  0.00513686	 -0.17626964	  0.02400412	 -0.12172918	  0.02767343	 -0.05719722	  0.03040414	  0.01589358	  0.03074401	  0.11659711	  0.02180056	 -0.09810919	  0.08082614	 -0.03985164	  0.07249763	  0.02022761	  0.06023164	  0.08472237	  0.04523318	  0.15489693	  0.06500401	  0.00384305	 -0.03761473	   5.474
wing1233	C:\Waiting_Wings\MariaPesevski\E39\4X\mp_e39_t18_3_m_r_07.tif	49.5	4.5	19	52.5	mp	10_10_2018	10:32:27	dmel	0.00694	f	 -0.05253804	 -0.11342233	 -0.21105917	 -0.04208446	 -0.23351351	  0.01221664	 -0.14784549	  0.09271218	  0.12148656	  0.06031591	  0.19496266	  0.04926264	  0.01153262	 -0.05807879	  0.00427721	 -0.01615433	  0.09001553	  0.00178097	  0.08383159	  0.02045880	  0.15608955	  0.02206360	  0.16982197	 -0.00633828	  0.19239023	 -0.02489308	  0.18118421	 -0.07402656	  0.14263160	 -0.10525200	  0.09431786	 -0.12024603	  0.04365508	 -0.12512001	 -0.00688101	 -0.12185610	 -0.09768452	 -0.10145785	 -0.14180525	 -0.08612063	 -0.18513901	 -0.06354895	 -0.23191195	 -0.00820126	 -0.21558876	  0.04796368	 -0.18765848	  0.07246203	 -0.10276179	  0.10277158	 -0.05491804	  0.10410755	 -0.00584616	  0.09869415	  0.05602999	  0.08666226	  0.15282614	  0.03652054	  0.19512079	  0.03134351	 -0.02705422	 -0.08151506	  0.05617128	 -0.03959139	  0.11205627	 -0.02159910	 -0.14560330	 -0.02480234	 -0.07764467	 -0.01772525	  0.04291380	 -0.00981923	  0.14125359	  0.00491389	 -0.17831836	  0.02293675	 -0.12380125	  0.02746103	 -0.05922504	  0.03032480	  0.01392926	  0.02990576	  0.11477271	  0.02103862	 -0.10246322	  0.08043471	 -0.04347056	  0.07258929	  0.01745912	  0.06091638	  0.08216119	  0.04393202	  0.15686452	  0.06576408	  0.00497646	 -0.03770031	   5.319
wing1234	C:\Waiting_Wings\MariaPesevski\E39\4X\mp_e39_t18_3_m_r_08.tif	46	4.5	16	56	mp	10_10_2018	10:32:27	dmel	0.00694	f	 -0.05710221	 -0.11776791	 -0.21236353	 -0.03859485	 -0.22866536	  0.02355066	 -0.13976823	  0.09287249	  0.12178429	  0.06380650	  0.19483445	  0.05435991	  0.00915824	 -0.05965615	 -0.00537222	 -0.01793815	  0.08484736	  0.00175662	  0.08108666	  0.02143264	  0.15765470	  0.02402813	  0.16930826	 -0.00526803	  0.19340290	 -0.02306058	  0.18116819	 -0.07340626	  0.14428398	 -0.10630315	  0.09582353	 -0.12223358	  0.04482138	 -0.12757793	 -0.00621757	 -0.12590283	 -0.09842573	 -0.10722990	 -0.14310525	 -0.09144590	 -0.18567495	 -0.06627680	 -0.22752548	 -0.00931769	 -0.21701080	  0.04597471	 -0.18895098	  0.07058224	 -0.10365977	  0.10024061	 -0.05582405	  0.10253131	 -0.00638404	  0.09853377	  0.05620245	  0.08806986	  0.15430685	  0.03856072	  0.19398456	  0.03419296	 -0.03041060	 -0.08551887	  0.05338894	 -0.04025221	  0.11018258	 -0.02046565	 -0.14709621	 -0.02576229	 -0.07987261	 -0.01796381	  0.03962905	 -0.01022833	  0.13703778	  0.00468412	 -0.17454302	  0.02771372	 -0.12048173	  0.02963880	 -0.05656025	  0.03090567	  0.01567044	  0.02971092	  0.11539584	  0.02231055	 -0.09561443	  0.07907562	 -0.03797589	  0.07120437	  0.02168372	  0.06039702	  0.08560506	  0.04618309	  0.15640916	  0.06900291	  0.00093451	 -0.03914905	   5.385
wing1235	C:\Waiting_Wings\MariaPesevski\E39\4X\mp_e39_t18_3_m_r_09.tif	45.5	4	14.5	53.5	mp	10_10_2018	10:32:27	dmel	0.00694	f	 -0.05667236	 -0.11466668	 -0.21556090	 -0.03602825	 -0.23014205	  0.01606564	 -0.14768931	  0.09110820	  0.12024145	  0.06385222	  0.19283558	  0.05367072	  0.00891140	 -0.05725862	  0.00507859	 -0.01517777	  0.08600340	  0.00145342	  0.08258466	  0.01972810	  0.15897411	  0.02219277	  0.17017313	 -0.00441398	  0.19380812	 -0.02470643	  0.18370350	 -0.07575522	  0.14419648	 -0.10799955	  0.09510371	 -0.12157030	  0.04429717	 -0.12584356	 -0.00629753	 -0.12291424	 -0.09780997	 -0.10432102	 -0.14233849	 -0.08946357	 -0.18598964	 -0.06630184	 -0.22824040	 -0.00895708	 -0.21615716	  0.04650780	 -0.18817722	  0.07106274	 -0.10301231	  0.10108531	 -0.05513758	  0.10273904	 -0.00590197	  0.09769755	  0.05611996	  0.08582345	  0.15404971	  0.03736011	  0.19280519	  0.03191598	 -0.03042274	 -0.08204801	  0.05412730	 -0.03822173	  0.11123314	 -0.01971105	 -0.14749778	 -0.02388765	 -0.07935167	 -0.01671229	  0.04175472	 -0.00863002	  0.14060635	  0.00581114	 -0.17538827	  0.02502264	 -0.12090400	  0.02829056	 -0.05644360	  0.03011552	  0.01648000	  0.02946904	  0.11704360	  0.02117712	 -0.10089709	  0.08004018	 -0.04177600	  0.07094387	  0.01940825	  0.05888281	  0.08497208	  0.04350806	  0.15341509	  0.06556879	  0.00388140	 -0.03650390	   5.374
wing1236	C:\Waiting_Wings\MariaPesevski\E39\4X\mp_e39_t18_3_m_r_10.tif	38	7	9.5	59	mp	10_10_2018	10:32:27	dmel	0.00694	f	 -0.05034534	 -0.11594678	 -0.21547618	 -0.03721127	 -0.23361941	  0.01538517	 -0.14422594	  0.09114172	  0.12330204	  0.05972015	  0.19367216	  0.04933232	  0.00977658	 -0.05745656	 -0.00051974	 -0.01532952	  0.08741387	  0.00231329	  0.08420973	  0.01995111	  0.15932158	  0.02065355	  0.16822610	 -0.00705199	  0.19232721	 -0.01940813	  0.18181465	 -0.07282671	  0.14397633	 -0.10518412	  0.09537988	 -0.11945690	  0.04477377	 -0.12388206	 -0.00570318	 -0.12234612	 -0.09725821	 -0.10440222	 -0.14150670	 -0.08887426	 -0.18459445	 -0.06550832	 -0.23138580	 -0.01038366	 -0.21663148	  0.04651415	 -0.18781232	  0.07010227	 -0.10345176	  0.10070235	 -0.05574172	  0.10340777	 -0.00643837	  0.09919215	  0.05572479	  0.08794015	  0.15223024	  0.03691161	  0.19447471	  0.02879295	 -0.02753412	 -0.08161846	  0.05477950	 -0.03824895	  0.11047363	 -0.02073529	 -0.14855131	 -0.02406368	 -0.08080818	 -0.01650120	  0.03932998	 -0.00964646	  0.13768506	  0.00306489	 -0.17797445	  0.02555481	 -0.12295992	  0.02948655	 -0.05782409	  0.03170634	  0.01594289	  0.03073221	  0.11747429	  0.02030435	 -0.09905813	  0.07837800	 -0.03999338	  0.07152573	  0.02097004	  0.06022603	  0.08582338	  0.04390300	  0.15763672	  0.06613659	  0.00267506	 -0.03699653	   5.420
wing1237	C:\Waiting_Wings\MariaPesevski\E39\4X\mp_e39_t24_1_m_r_01.tif	57.5	5	26	54	mp	10_10_2018	10:32:27	dmel	0.00694	f	 -0.04805589	 -0.11468324	 -0.21086741	 -0.03890242	 -0.22888597	  0.01281296	 -0.14987101	  0.09246993	  0.12056821	  0.06426417	  0.19665860	  0.05174069	  0.00755587	 -0.06067715	 -0.00312677	 -0.01858251	  0.08278392	  0.00143816	  0.07988955	  0.01998309	  0.15240222	  0.02338714	  0.17102150	 -0.00671032	  0.19331600	 -0.02719472	  0.18338520	 -0.07557970	  0.14514588	 -0.10788769	  0.09632817	 -0.12335247	  0.04513577	 -0.12668589	 -0.00549971	 -0.12227423	 -0.09692587	 -0.10295205	 -0.14165199	 -0.08805177	 -0.18487009	 -0.06409069	 -0.22725426	 -0.00675290	 -0.21365488	  0.04811360	 -0.18645578	  0.07331229	 -0.10096158	  0.10357239	 -0.05285831	  0.10494895	 -0.00343539	  0.09999954	  0.05906546	  0.08853940	  0.15619412	  0.03676232	  0.19690571	  0.02975798	 -0.02352151	 -0.08317835	  0.05743400	 -0.03872236	  0.11294724	 -0.02116053	 -0.14589307	 -0.02591270	 -0.07863141	 -0.01854022	  0.04069893	 -0.01022692	  0.13840322	  0.00360205	 -0.17565173	  0.02405353	 -0.12225135	  0.02837136	 -0.05901787	  0.03107852	  0.01259172	  0.03009016	  0.11140623	  0.02116776	 -0.10488440	  0.08177336	 -0.04628359	  0.07372533	  0.01430984	  0.06230472	  0.07906837	  0.04696405	  0.15682668	  0.06805772	  0.00046742	 -0.04017234	   5.064
wing1238	C:\Waiting_Wings\MariaPesevski\E39\4X\mp_e39_t24_1_m_r_02.tif	63	13	32.5	60.5	mp	10_10_2018	10:32:27	dmel	0.00694	f	 -0.05465586	 -0.11408801	 -0.21010324	 -0.04123624	 -0.23048352	  0.01795125	 -0.14561480	  0.09281300	  0.12313553	  0.06287446	  0.19376053	  0.05425340	  0.00544513	 -0.06087936	 -0.00250639	 -0.01757537	  0.08404506	  0.00118631	  0.08058750	  0.01958303	  0.15716373	  0.02384133	  0.17103757	 -0.00602862	  0.19492629	 -0.02428272	  0.18168789	 -0.07419642	  0.14415269	 -0.10667969	  0.09564321	 -0.12260272	  0.04454201	 -0.12652300	 -0.00613263	 -0.12269438	 -0.09755229	 -0.10342006	 -0.14224628	 -0.08862613	 -0.18535979	 -0.06466635	 -0.22872537	 -0.00790224	 -0.21590526	  0.04785921	 -0.18787311	  0.07253508	 -0.10233081	  0.10179464	 -0.05448637	  0.10326399	 -0.00522640	  0.09850188	  0.05714348	  0.08755768	  0.15530173	  0.03876844	  0.19411696	  0.03024125	 -0.02740387	 -0.08400161	  0.05504862	 -0.03854377	  0.11175944	 -0.02040103	 -0.14505340	 -0.02742755	 -0.07803148	 -0.01923364	  0.04102968	 -0.00997091	  0.13825263	  0.00509124	 -0.17597607	  0.02511317	 -0.12172793	  0.02842810	 -0.05755937	  0.03079703	  0.01502964	  0.02989081	  0.11523806	  0.02172613	 -0.10013853	  0.08009016	 -0.04150342	  0.07218780	  0.01897883	  0.06027339	  0.08373484	  0.04489654	  0.15687968	  0.06939890	 -0.00204452	 -0.03993843	   5.029
wing1239	C:\Waiting_Wings\MariaPesevski\E39\4X\mp_e39_t24_1_m_r_03.tif	54	8	24.5	56	mp	10_10_2018	10:32:27	dmel	0.00694	f	 -0.04745614	 -0.11199199	 -0.21301093	 -0.03959922	 -0.23254946	  0.01362670	 -0.14936915	  0.09136457	  0.11751480	  0.06372307	  0.19592803	  0.05267911	  0.00233617	 -0.06139932	 -0.00363279	 -0.01631903	  0.08475742	  0.00151611	  0.08256537	  0.01996703	  0.16219616	  0.02069919	  0.17044322	 -0.00775063	  0.19194985	 -0.02496106	  0.18161318	 -0.07374007	  0.14366997	 -0.10609207	  0.09505758	 -0.12114756	  0.04425937	 -0.12383204	 -0.00592402	 -0.11911628	 -0.09695425	 -0.10096134	 -0.14168178	 -0.08732161	 -0.18534694	 -0.06474320	 -0.23048117	 -0.00827161	 -0.21606342	  0.04827888	 -0.18773142	  0.07259449	 -0.10246157	  0.10155991	 -0.05480618	  0.10294906	 -0.00576711	  0.09803108	  0.05630178	  0.08683633	  0.15378517	  0.03784157	  0.19688735	  0.03076123	 -0.02449886	 -0.08015162	  0.05711429	 -0.03819050	  0.11241485	 -0.02191868	 -0.14736449	 -0.02538500	 -0.07968621	 -0.01701727	  0.04049590	 -0.00966591	  0.13870972	  0.00441106	 -0.17724222	  0.02278084	 -0.12206658	  0.02726981	 -0.05672949	  0.03062109	  0.01737416	  0.03020739	  0.11936334	  0.02104383	 -0.10262998	  0.07943420	 -0.04221758	  0.07169588	  0.02016764	  0.05996218	  0.08698984	  0.04478437	  0.15311802	  0.06385491	  0.00065855	 -0.03891785	   5.066
wing1240	C:\Waiting_Wings\MariaPesevski\E39\4X\mp_e39_t24_1_m_r_04.tif	54	21.5	29	70	mp	10_10_2018	10:32:27	dmel	0.00694	f	 -0.04749353	 -0.11526788	 -0.21244411	 -0.03825453	 -0.23075031	  0.01426670	 -0.15067384	  0.09098559	  0.12101572	  0.06110074	  0.19665114	  0.05123916	  0.00719752	 -0.05929506	 -0.00258995	 -0.01723736	  0.08286497	  0.00053606	  0.08073616	  0.01960832	  0.16191882	  0.02085177	  0.16887167	 -0.00728039	  0.19193795	 -0.02276690	  0.18003406	 -0.07290375	  0.14340318	 -0.10597954	  0.09490469	 -0.12131545	  0.04409542	 -0.12552244	 -0.00638021	 -0.12204683	 -0.09759780	 -0.10364884	 -0.14209416	 -0.08863781	 -0.18495810	 -0.06471014	 -0.22862281	 -0.00849012	 -0.21582211	  0.04707248	 -0.18817806	  0.07192564	 -0.10306918	  0.10176147	 -0.05532251	  0.10336999	 -0.00620636	  0.09869886	  0.05598553	  0.08780463	  0.15340621	  0.03836331	  0.19405899	  0.02949297	 -0.02572112	 -0.08107493	  0.05596764	 -0.03807180	  0.11113714	 -0.02056259	 -0.14679273	 -0.02579228	 -0.07940057	 -0.01829114	  0.04006797	 -0.00940023	  0.13819998	  0.00326445	 -0.17650107	  0.02472531	 -0.12156160	  0.02900513	 -0.05649072	  0.03152655	  0.01721406	  0.03029895	  0.11870432	  0.02076668	 -0.10305487	  0.08129462	 -0.04238292	  0.07379374	  0.02022801	  0.06180505	  0.08681570	  0.04479033	  0.15688771	  0.06666331	  0.00180411	 -0.03846182	   4.957
wing1241	C:\Waiting_Wings\MariaPesevski\E39\4X\mp_e39_t24_1_m_r_05.tif	52.5	13	26	63.5	mp	10_10_2018	10:32:27	dmel	0.00694	f	 -0.04765905	 -0.11331759	 -0.21358141	 -0.03996173	 -0.23146060	  0.01457327	 -0.14553243	  0.09251828	  0.11960783	  0.06284117	  0.19565224	  0.05368860	  0.00705861	 -0.05999271	 -0.00653683	 -0.01776750	  0.08321938	  0.00163358	  0.07849495	  0.01984983	  0.15867036	  0.02173612	  0.16937845	 -0.00705909	  0.19396721	 -0.02647863	  0.18179153	 -0.07403914	  0.14409082	 -0.10613412	  0.09564120	 -0.12148651	  0.04476818	 -0.12492565	 -0.00562072	 -0.12059049	 -0.09687096	 -0.10204542	 -0.14172545	 -0.08821429	 -0.18564576	 -0.06558166	 -0.23022513	 -0.00835321	 -0.21506669	  0.04753382	 -0.18709009	  0.07200586	 -0.10206482	  0.10204651	 -0.05419600	  0.10374491	 -0.00492832	  0.09891646	  0.05735419	  0.08768452	  0.15479385	  0.03703826	  0.19669446	  0.03045428	 -0.02365453	 -0.08183851	  0.05681431	 -0.03816286	  0.11192525	 -0.02129685	 -0.14815940	 -0.02596456	 -0.08002776	 -0.01782263	  0.04067641	 -0.00854194	  0.13975303	  0.00484416	 -0.17751006	  0.02503590	 -0.12289397	  0.02893398	 -0.05824637	  0.03089978	  0.01487150	  0.02940587	  0.11573155	  0.02120897	 -0.09997883	  0.07970021	 -0.04102751	  0.07143656	  0.01989259	  0.05970419	  0.08495524	  0.04385069	  0.15526270	  0.06781369	 -0.00136316	 -0.03952435	   4.953
wing1242	C:\Waiting_Wings\MariaPesevski\E39\4X\mp_e39_t24_1_m_r_06.tif	35	18	10	70.5	mp	10_10_2018	10:32:27	dmel	0.00694	f	 -0.05350949	 -0.11529469	 -0.21059658	 -0.03836396	 -0.23257270	  0.01368482	 -0.14781390	  0.09120694	  0.12205182	  0.06332027	  0.19555647	  0.05319872	  0.00710967	 -0.06050330	 -0.00312642	 -0.01748807	  0.08364343	  0.00139875	  0.07959566	  0.01968585	  0.15745810	  0.02405194	  0.17163301	 -0.00613830	  0.19281135	 -0.02258232	  0.18252192	 -0.07461401	  0.14424517	 -0.10679723	  0.09558587	 -0.12172360	  0.04480328	 -0.12740970	 -0.00617711	 -0.12472031	 -0.09687261	 -0.10239043	 -0.14033187	 -0.08547848	 -0.18273508	 -0.06191216	 -0.23040860	 -0.00848103	 -0.21470188	  0.04760518	 -0.18647798	  0.07177729	 -0.10165432	  0.10159766	 -0.05391471	  0.10309988	 -0.00483307	  0.09797378	  0.05722085	  0.08661606	  0.15560441	  0.03938909	  0.19515028	  0.02927265	 -0.02703019	 -0.08411328	  0.05573572	 -0.03887467	  0.11242071	 -0.02053852	 -0.14542943	 -0.02491106	 -0.07821810	 -0.01724349	  0.04098768	 -0.00924070	  0.13853070	  0.00445988	 -0.17823785	  0.02498965	 -0.12362641	  0.02924985	 -0.05896819	  0.03138142	  0.01414045	  0.02983151	  0.11515628	  0.02185510	 -0.10112056	  0.07968090	 -0.04213529	  0.07154846	  0.01872846	  0.05958319	  0.08401318	  0.04462836	  0.15664397	  0.06756467	 -0.00085612	 -0.03983257	   5.174
wing1243	C:\Waiting_Wings\MariaPesevski\E39\4X\mp_e39_t24_1_m_r_07.tif	47	14	18.5	63	mp	10_10_2018	10:32:27	dmel	0.00694	f	 -0.04583163	 -0.11174329	 -0.21317828	 -0.04091892	 -0.23232917	  0.01249274	 -0.14900012	  0.09226801	  0.12188367	  0.06239511	  0.19343951	  0.05238567	  0.00729877	 -0.05955738	 -0.00137865	 -0.01769468	  0.07961740	  0.00073544	  0.07953900	  0.01903749	  0.16020166	  0.02019102	  0.17156886	 -0.00664767	  0.19520207	 -0.02632835	  0.18207896	 -0.07445115	  0.14333629	 -0.10578473	  0.09488313	 -0.12056333	  0.04422740	 -0.12301459	 -0.00588999	 -0.11834417	 -0.09700704	 -0.10084291	 -0.14185956	 -0.08750748	 -0.18591920	 -0.06526384	 -0.23097066	 -0.00789675	 -0.21517374	  0.04832078	 -0.18736744	  0.07304075	 -0.10209340	  0.10245318	 -0.05433319	  0.10379575	 -0.00520745	  0.09892521	  0.05697578	  0.08778241	  0.15331073	  0.03627794	  0.19396868	  0.02875340	 -0.02177200	 -0.08046034	  0.05897184	 -0.03742016	  0.11425673	 -0.02140612	 -0.14748200	 -0.02630147	 -0.07990319	 -0.01757334	  0.03997589	 -0.00994569	  0.13823948	  0.00362282	 -0.17888518	  0.02349838	 -0.12390709	  0.02792670	 -0.05882062	  0.03128650	  0.01504507	  0.03038637	  0.11659938	  0.02085279	 -0.10246927	  0.08006219	 -0.04243917	  0.07216615	  0.01957527	  0.06040616	  0.08571162	  0.04411560	  0.15537537	  0.06544719	  0.00193550	 -0.03895938	   5.062
wing1244	C:\Waiting_Wings\MariaPesevski\E39\4X\mp_e39_t24_1_m_r_08.tif	49	19.5	26.5	69.5	mp	10_10_2018	10:32:27	dmel	0.00694	f	 -0.05025476	 -0.11259133	 -0.21417197	 -0.03823393	 -0.23075266	  0.01407458	 -0.15029310	  0.09029081	  0.11909100	  0.06466235	  0.19607658	  0.05140136	  0.00778765	 -0.05818388	 -0.00418768	 -0.01765401	  0.08508268	  0.00181586	  0.08073291	  0.01986641	  0.15911378	  0.02141499	  0.17114003	 -0.00750591	  0.19411842	 -0.02465128	  0.18147196	 -0.07426736	  0.14372524	 -0.10644895	  0.09536960	 -0.12235921	  0.04442688	 -0.12553717	 -0.00586517	 -0.12071110	 -0.09678461	 -0.10154536	 -0.14139956	 -0.08750580	 -0.18508937	 -0.06501537	 -0.22959620	 -0.00830747	 -0.21438448	  0.04705360	 -0.18666598	  0.07152398	 -0.10197819	  0.10156052	 -0.05423648	  0.10334709	 -0.00504507	  0.09873915	  0.05718988	  0.08774201	  0.15390313	  0.03654421	  0.19619042	  0.02918376	 -0.02572753	 -0.08044934	  0.05667529	 -0.03737932	  0.11278619	 -0.02087991	 -0.14797441	 -0.02593159	 -0.07997610	 -0.01790538	  0.04079296	 -0.00939455	  0.13984922	  0.00379902	 -0.17629740	  0.02417534	 -0.12175626	  0.02820270	 -0.05718472	  0.03059397	  0.01591785	  0.02974959	  0.11666188	  0.02105805	 -0.10384358	  0.07880515	 -0.04367322	  0.07274882	  0.01842113	  0.06157454	  0.08434633	  0.04489085	  0.15501665	  0.06581861	  0.00125086	 -0.03817910	   4.984
wing1245	C:\Waiting_Wings\MariaPesevski\E39\4X\mp_e39_t24_1_m_r_09.tif	45	23	21	74.5	mp	10_10_2018	10:32:27	dmel	0.00694	f	 -0.05052940	 -0.11427994	 -0.21298186	 -0.03831109	 -0.22987364	  0.01557921	 -0.14996202	  0.09129314	  0.12077176	  0.06252509	  0.19556037	  0.05257137	  0.00670809	 -0.05986913	 -0.00119603	 -0.01659127	  0.08482785	  0.00091223	  0.07974485	  0.01962335	  0.15423728	  0.02186832	  0.17154508	 -0.00586023	  0.19442085	 -0.02486792	  0.18174956	 -0.07427714	  0.14512943	 -0.10793869	  0.09617436	 -0.12325669	  0.04504084	 -0.12647591	 -0.00554605	 -0.12240588	 -0.09669448	 -0.10258208	 -0.14119324	 -0.08775585	 -0.18456072	 -0.06465406	 -0.22896834	 -0.00832629	 -0.21403300	  0.04672970	 -0.18665865	  0.07162950	 -0.10180788	  0.10268680	 -0.05376250	  0.10409030	 -0.00450166	  0.09865971	  0.05762273	  0.08681026	  0.15514990	  0.03686601	  0.19668189	  0.03077895	 -0.02551169	 -0.08244672	  0.05670711	 -0.03798787	  0.11291132	 -0.02035750	 -0.14681025	 -0.02493383	 -0.07883402	 -0.01706971	  0.04196035	 -0.01009007	  0.14044769	  0.00456929	 -0.17595115	  0.02552793	 -0.12216049	  0.02909754	 -0.05850505	  0.03098242	  0.01353031	  0.03007590	  0.11283396	  0.02053299	 -0.10368603	  0.08096811	 -0.04482261	  0.07253950	  0.01597149	  0.06047260	  0.08087871	  0.04435558	  0.15602110	  0.06707193	  0.00192390	 -0.03847986	   5.063
wing1246	C:\Waiting_Wings\MariaPesevski\E39\4X\mp_e39_t24_1_m_r_10.tif	57.5	7.5	26.5	51.5	mp	10_10_2018	10:32:27	dmel	0.00694	f	 -0.05086924	 -0.11408673	 -0.21285155	 -0.03881627	 -0.23099882	  0.01628610	 -0.14747965	  0.09109370	  0.12233316	  0.06208273	  0.19409178	  0.05206618	  0.00348175	 -0.06037595	 -0.00566019	 -0.01634642	  0.08381240	  0.00118767	  0.07955982	  0.01982949	  0.15912369	  0.02140321	  0.17203445	 -0.00594625	  0.19599484	 -0.02256296	  0.18171317	 -0.07315068	  0.14412856	 -0.10498688	  0.09590754	 -0.12032081	  0.04522362	 -0.12497093	 -0.00527264	 -0.12176687	 -0.09657230	 -0.10333007	 -0.14123769	 -0.08881645	 -0.18454780	 -0.06543877	 -0.22922385	 -0.00912338	 -0.21556658	  0.04707897	 -0.18739610	  0.07152065	 -0.10226083	  0.10101241	 -0.05454935	  0.10267977	 -0.00541072	  0.09797170	  0.05674229	  0.08687740	  0.15387595	  0.03715055	  0.19641507	  0.03007791	 -0.02708519	 -0.08117948	  0.05647486	 -0.03801541	  0.11304837	 -0.02095167	 -0.14823832	 -0.02428310	 -0.08009433	 -0.01816701	  0.04059936	 -0.00943280	  0.13937362	  0.00425524	 -0.17671922	  0.02523940	 -0.12214349	  0.02907910	 -0.05753474	  0.03144768	  0.01559375	  0.03000974	  0.11636807	  0.02099188	 -0.10104503	  0.08028456	 -0.04162687	  0.07226315	  0.01967815	  0.06016975	  0.08499079	  0.04353420	  0.15575689	  0.06517520	 -0.00193741	 -0.03869947	   4.978
wing1247	C:\Waiting_Wings\MariaPesevski\E39\4X\mp_e39_t24_1_m_r_11.tif	58.5	8	23	56.5	mp	10_10_2018	10:32:27	dmel	0.00694	f	 -0.05038043	 -0.11291485	 -0.21369215	 -0.03718891	 -0.23138175	  0.01604104	 -0.15101014	  0.08958215	  0.12326468	  0.06135362	  0.19477500	  0.05264868	  0.00716258	 -0.05931313	  0.00284325	 -0.01677994	  0.08556678	  0.00059981	  0.08362413	  0.01892415	  0.15162695	  0.02284304	  0.17204588	 -0.00687034	  0.19672574	 -0.02655779	  0.18298722	 -0.07516128	  0.14475352	 -0.10758267	  0.09576899	 -0.12133515	  0.04497504	 -0.12473979	 -0.00540133	 -0.12092247	 -0.09642739	 -0.10159415	 -0.14091116	 -0.08699681	 -0.18431442	 -0.06412751	 -0.22972866	 -0.00801624	 -0.21471510	  0.04818187	 -0.18617496	  0.07207621	 -0.10111806	  0.10104129	 -0.05343988	  0.10268920	 -0.00428257	  0.09795999	  0.05794049	  0.08682181	  0.15553426	  0.03748347	  0.19568656	  0.02953321	 -0.02470279	 -0.08189548	  0.05715777	 -0.03750854	  0.11336861	 -0.02045551	 -0.14653289	 -0.02506426	 -0.07868491	 -0.01738273	  0.04200437	 -0.00969195	  0.14054939	  0.00448093	 -0.17667657	  0.02453487	 -0.12302587	  0.02795504	 -0.05955329	  0.03017197	  0.01226871	  0.02928578	  0.11140368	  0.02022735	 -0.10519274	  0.08001146	 -0.04656050	  0.07249350	  0.01404238	  0.06129538	  0.07868864	  0.04575406	  0.15685168	  0.06646019	  0.00229124	 -0.03835060	   5.009
