CPFile	File	O1x	O1y	O2x	O2y	Perp	Date	Time	Tags	Scale	Sex	x1	y1	x2	y2	x3	y3	x4	y4	x5	y5	x6	y6	x7	y7	x8	y8	x9	y9	x10	y10	x11	y11	x12	y12	x13	y13	x14	y14	x15	y15	x16	y16	x17	y17	x18	y18	x19	y19	x20	y20	x21	y21	x22	y22	x23	y23	x24	y24	x25	y25	x26	y26	x27	y27	x28	y28	x29	y29	x30	y30	x31	y31	x32	y32	x33	y33	x34	y34	x35	y35	x36	y36	x37	y37	x38	y38	x39	y39	x40	y40	x41	y41	x42	y42	x43	y43	x44	y44	x45	y45	x46	y46	x47	y47	x48	y48	CS
wing1173	C:\Waiting_wings\Maria\splininghome\Batch1\african_f_67n_004.tif	51	119	58	160.5	MP	3_7_2016	15:23:49	DMel	0.014	M	 -0.03632192	 -0.11584261	 -0.21686193	 -0.03338554	 -0.23300151	  0.01279493	 -0.15207748	  0.08829512	  0.11543193	  0.06654145	  0.19205666	  0.05589680	  0.00524742	 -0.06437877	 -0.00076183	 -0.01881282	  0.08999893	  0.00210636	  0.08699436	  0.01968082	  0.15475377	  0.02326724	  0.16811675	 -0.00527844	  0.19331002	 -0.02234095	  0.18394170	 -0.07018050	  0.14769286	 -0.10577479	  0.09987119	 -0.12225325	  0.04891832	 -0.12497863	 -0.00136842	 -0.12087537	 -0.09327409	 -0.10508090	 -0.13977598	 -0.09090541	 -0.18316603	 -0.06748332	 -0.22897054	 -0.01052835	 -0.21901627	  0.04746570	 -0.18988865	  0.07173668	 -0.10437012	  0.09755530	 -0.05716615	  0.09930252	 -0.00790196	  0.09606995	  0.05493309	  0.08720601	  0.15170910	  0.03873988	  0.19371881	  0.03629911	 -0.01819580	 -0.08283974	  0.05905639	 -0.03970115	  0.11187802	 -0.02147787	 -0.14836875	 -0.02268180	 -0.07904920	 -0.01851333	  0.04148718	 -0.01015102	  0.13912614	  0.00581337	 -0.17463977	  0.02495574	 -0.11917511	  0.03062143	 -0.05412546	  0.03251477	  0.01808665	  0.02906422	  0.11607956	  0.02150901	 -0.10603580	  0.07804393	 -0.04785256	  0.07256227	  0.01232375	  0.06164477	  0.07468680	  0.04692937	  0.15151131	  0.06885866	  0.00043461	 -0.04201083	   7.730
wing1174	C:\Waiting_wings\Maria\splininghome\Batch1\african_f_67n_005.tif	48	97	49.5	139	MP	3_7_2016	15:23:49	DMel	0.014	M	 -0.03919228	 -0.11789384	 -0.21777323	 -0.03409871	 -0.23175814	  0.01659371	 -0.14698325	  0.09087258	  0.11394755	  0.06700325	  0.19263110	  0.05442097	  0.00563649	 -0.06401339	  0.00327872	 -0.01804962	  0.08428898	  0.00194710	  0.08214993	  0.02053887	  0.15408317	  0.02323933	  0.16849714	 -0.00666375	  0.19445745	 -0.01391237	  0.18433041	 -0.06940869	  0.14857093	 -0.10537585	  0.10077129	 -0.12188869	  0.04972200	 -0.12574689	 -0.00087307	 -0.12281098	 -0.09338001	 -0.10814432	 -0.14031800	 -0.09379142	 -0.18385661	 -0.06962312	 -0.22898820	 -0.01186311	 -0.21876289	  0.04530976	 -0.19086884	  0.07069288	 -0.10529507	  0.09896126	 -0.05771235	  0.10057305	 -0.00826918	  0.09660822	  0.05459158	  0.08681537	  0.15159074	  0.03861606	  0.19325236	  0.03117618	 -0.01969686	 -0.08493248	  0.05781903	 -0.04017302	  0.11155405	 -0.02229687	 -0.14871785	 -0.02343808	 -0.07943768	 -0.01766495	  0.04105407	 -0.00955094	  0.13893181	  0.00546650	 -0.17411817	  0.02688737	 -0.11896702	  0.03198086	 -0.05431728	  0.03390964	  0.01759309	  0.03106692	  0.11484987	  0.02192417	 -0.10222021	  0.07855221	 -0.04508354	  0.07261373	  0.01394901	  0.06128343	  0.07525345	  0.04666353	  0.15135603	  0.06900686	  0.00242951	 -0.04138273	   7.733
wing1175	C:\Waiting_wings\Maria\splininghome\Batch1\african_f_67n_006.tif	39.5	77	37.5	119.5	MP	3_7_2016	15:23:49	DMel	0.014	M	 -0.04059945	 -0.11746911	 -0.21636323	 -0.03185280	 -0.23003446	  0.01437237	 -0.15455490	  0.08839255	  0.11503838	  0.06542539	  0.19253072	  0.05202679	  0.00686491	 -0.06490369	  0.00176821	 -0.01824719	  0.09085507	  0.00272014	  0.08820690	  0.01928130	  0.14831513	  0.02073261	  0.17433089	 -0.00778643	  0.19299398	 -0.00912705	  0.18457494	 -0.06867986	  0.14964643	 -0.10661627	  0.10093606	 -0.12230175	  0.04976466	 -0.12621540	 -0.00083022	 -0.12306279	 -0.09298249	 -0.10703941	 -0.13937701	 -0.09185733	 -0.18221949	 -0.06758107	 -0.22690965	 -0.01096053	 -0.21742551	  0.04484188	 -0.19023401	  0.07038980	 -0.10525565	  0.09950720	 -0.05772675	  0.10175781	 -0.00823413	  0.09860186	  0.05476880	  0.08931328	  0.14980466	  0.03601301	  0.19279440	  0.03111942	 -0.01944039	 -0.08463782	  0.06086069	 -0.04115787	  0.11582302	 -0.02294164	 -0.14785991	 -0.02162446	 -0.07892513	 -0.01769405	  0.04083038	 -0.01053907	  0.13820748	  0.00357023	 -0.17206022	  0.02638226	 -0.11790409	  0.03195934	 -0.05432981	  0.03401632	  0.01652577	  0.03171922	  0.11190447	  0.01896096	 -0.10868946	  0.07966284	 -0.05109392	  0.07402549	  0.00884065	  0.06432938	  0.07055751	  0.04888159	  0.15163614	  0.06591202	  0.00466963	 -0.04161944	   7.726
wing1176	C:\Waiting_wings\Maria\splininghome\Batch1\african_f_67n_007.tif	46	73	43.5	114	MP	3_7_2016	15:23:49	DMel	0.014	M	 -0.03915623	 -0.11433770	 -0.21519230	 -0.03415070	 -0.23387725	  0.00999967	 -0.15726569	  0.08565287	  0.11659329	  0.06703648	  0.19372071	  0.05373528	  0.00529886	 -0.06273682	 -0.00517025	 -0.01923710	  0.08462071	  0.00118867	  0.08603922	  0.01994181	  0.15603846	  0.02191263	  0.16863041	 -0.00853777	  0.19383598	 -0.01621769	  0.18423248	 -0.06897179	  0.14975575	 -0.10732627	  0.10067755	 -0.12192005	  0.04980007	 -0.12412770	 -0.00040129	 -0.12023501	 -0.09184079	 -0.10324433	 -0.13780326	 -0.08848279	 -0.18081760	 -0.06556287	 -0.22956852	 -0.01102289	 -0.21745986	  0.04731995	 -0.18828252	  0.07080069	 -0.10363241	  0.09802396	 -0.05647223	  0.10031716	 -0.00724049	  0.09712049	  0.05545967	  0.08794240	  0.15126773	  0.03877002	  0.19442854	  0.03200890	 -0.01925923	 -0.08205606	  0.05846093	 -0.03959297	  0.11203585	 -0.02335194	 -0.14843091	 -0.02338106	 -0.07920315	 -0.01895003	  0.04077869	 -0.00961945	  0.13891934	  0.00404812	 -0.17551635	  0.02347427	 -0.11975841	  0.02981284	 -0.05429703	  0.03209115	  0.01860878	  0.03055338	  0.11705225	  0.02072923	 -0.10815799	  0.07953761	 -0.04896074	  0.07381497	  0.01277504	  0.06363259	  0.07596304	  0.04718219	  0.15306580	  0.06767801	 -0.00029467	 -0.04126235	   7.743
wing1177	C:\Waiting_wings\Maria\splininghome\Batch1\african_f_67n_008.tif	55	73	52	114.5	MP	3_7_2016	15:23:49	DMel	0.014	M	 -0.04143707	 -0.11543044	 -0.21813041	 -0.03522463	 -0.23246724	  0.01316799	 -0.14803573	  0.08871151	  0.11714436	  0.06613374	  0.19103394	  0.05694455	  0.00632569	 -0.06418203	  0.00166068	 -0.01775283	  0.08347520	  0.00150198	  0.08107058	  0.02080538	  0.15271754	  0.02302688	  0.16818815	 -0.00742342	  0.19423240	 -0.01975305	  0.18722828	 -0.07131129	  0.14967125	 -0.10689379	  0.10149799	 -0.12364864	  0.05021611	 -0.12661043	 -0.00022206	 -0.12211120	 -0.09207719	 -0.10477935	 -0.13854183	 -0.09059286	 -0.18250946	 -0.06827060	 -0.23069948	 -0.01183711	 -0.21584833	  0.04492704	 -0.18783103	  0.06902372	 -0.10382803	  0.09901303	 -0.05625131	  0.10156081	 -0.00670789	  0.09784034	  0.05621040	  0.08791141	  0.15346418	  0.03962676	  0.19222758	  0.03435665	 -0.02010608	 -0.08380074	  0.05777552	 -0.04081729	  0.11129667	 -0.02264094	 -0.14941673	 -0.02386398	 -0.08001261	 -0.01784598	  0.04043815	 -0.00955787	  0.13870495	  0.00464169	 -0.17627240	  0.02618352	 -0.12104851	  0.03126571	 -0.05637983	  0.03428687	  0.01582223	  0.03281080	  0.11308289	  0.02188478	 -0.10270892	  0.07840926	 -0.04565345	  0.07258953	  0.01338317	  0.06176510	  0.07454877	  0.04713800	  0.15212183	  0.07007433	  0.00264706	 -0.04125289	   7.724
wing1178	C:\Waiting_wings\Maria\splininghome\Batch1\african_f_67n_009.tif	70	64	60.5	104	MP	3_7_2016	15:23:49	DMel	0.014	M	 -0.04263453	 -0.11681549	 -0.21665465	 -0.03224431	 -0.23105424	  0.01382468	 -0.15044306	  0.08725280	  0.11760963	  0.06761147	  0.19153236	  0.05705287	  0.00382669	 -0.06868320	 -0.01148923	 -0.02152543	  0.08519698	  0.00278187	  0.08228929	  0.01997797	  0.15495591	  0.02214931	  0.16852658	 -0.00828203	  0.19479994	 -0.02007918	  0.18401113	 -0.06915264	  0.14871326	 -0.10617024	  0.10027909	 -0.11931221	  0.04963923	 -0.12364435	 -0.00077574	 -0.12192480	 -0.09304231	 -0.10706864	 -0.13951110	 -0.09172309	 -0.18222615	 -0.06701689	 -0.22837953	 -0.01044776	 -0.21556099	  0.04540024	 -0.18739692	  0.06901386	 -0.10387423	  0.09877083	 -0.05653321	  0.10207604	 -0.00700480	  0.09933378	  0.05604210	  0.09025021	  0.15198475	  0.03928154	  0.19399260	  0.03395717	 -0.01925499	 -0.08717017	  0.05732422	 -0.04191723	  0.11091074	 -0.02294463	 -0.14981187	 -0.02347565	 -0.08043301	 -0.02013169	  0.04037380	 -0.01066124	  0.13833238	  0.00618689	 -0.17402581	  0.02438061	 -0.11887102	  0.02998766	 -0.05418914	  0.03346705	  0.01809441	  0.03213617	  0.11535319	  0.02152826	 -0.10427082	  0.07811993	 -0.04620461	  0.07363062	  0.01420517	  0.06447430	  0.07643990	  0.04959220	  0.15279611	  0.07110636	  0.00641250	 -0.04295384	   7.476
wing1179	C:\Waiting_wings\Maria\splininghome\Batch1\african_f_67n_010.tif	58	47.5	44	86	MP	3_7_2016	15:23:49	DMel	0.014	M	 -0.04481677	 -0.11303590	 -0.21827801	 -0.03313512	 -0.23334787	  0.01311030	 -0.15624739	  0.08444662	  0.11637572	  0.06641133	  0.19238172	  0.05493697	  0.00580165	 -0.06357890	  0.00048868	 -0.01730104	  0.08802630	  0.00199037	  0.08622875	  0.01786060	  0.15632880	  0.02261627	  0.17052645	 -0.00476663	  0.19640098	 -0.02074448	  0.18440441	 -0.06999087	  0.14809145	 -0.10631438	  0.09973413	 -0.11992942	  0.04921016	 -0.12288612	 -0.00085196	 -0.11953220	 -0.09224346	 -0.10326738	 -0.13835168	 -0.08904626	 -0.18188189	 -0.06677930	 -0.23054008	 -0.01139231	 -0.21629249	  0.04599410	 -0.18758484	  0.06922299	 -0.10371109	  0.09683225	 -0.05670667	  0.09931515	 -0.00756553	  0.09625014	  0.05507777	  0.08730100	  0.15156076	  0.03932334	  0.19428124	  0.03371193	 -0.02099614	 -0.08301831	  0.05837698	 -0.04020686	  0.11286779	 -0.02166970	 -0.14928616	 -0.02328009	 -0.07995471	 -0.01751612	  0.04059602	 -0.00984803	  0.13873994	  0.00453213	 -0.17477088	  0.02456692	 -0.11903471	  0.03007296	 -0.05368071	  0.03222957	  0.01909102	  0.03026535	  0.11751571	  0.01976256	 -0.10868454	  0.07697996	 -0.04963277	  0.07102739	  0.01199517	  0.06251285	  0.07576528	  0.04855167	  0.15219904	  0.06803636	  0.00239443	 -0.04062164	   7.852
wing1180	C:\Waiting_wings\Maria\splininghome\Batch1\african_f_67n_011.tif	60	85.5	58	127.5	MP	3_7_2016	15:23:49	DMel	0.014	M	 -0.03745586	 -0.11675707	 -0.21482972	 -0.03453759	 -0.23147448	  0.01128031	 -0.15542678	  0.08773240	  0.11713249	  0.06552877	  0.19391734	  0.05317404	  0.00522842	 -0.06458944	 -0.00293674	 -0.01864027	  0.08539793	  0.00156585	  0.08453846	  0.01885923	  0.15388305	  0.02140015	  0.16913966	 -0.00826642	  0.19532640	 -0.01895537	  0.18378104	 -0.06860357	  0.14903593	 -0.10588002	  0.10054225	 -0.12009928	  0.04979345	 -0.12312338	 -0.00059599	 -0.12091722	 -0.09290141	 -0.10702458	 -0.13963289	 -0.09233380	 -0.18236214	 -0.06750515	 -0.22801502	 -0.01079093	 -0.21711101	  0.04576233	 -0.18917364	  0.07047153	 -0.10458175	  0.10004205	 -0.05701135	  0.10245993	 -0.00751927	  0.09887578	  0.05529195	  0.08886641	  0.15061204	  0.03786928	  0.19258242	  0.03257278	 -0.01832640	 -0.08385839	  0.05868560	 -0.03960746	  0.11208324	 -0.02210512	 -0.14796742	 -0.02258803	 -0.07891301	 -0.01821540	  0.04072304	 -0.00936027	  0.13849152	  0.00465964	 -0.17452884	  0.02499101	 -0.11928327	  0.03051735	 -0.05452838	  0.03353693	  0.01777076	  0.03167134	  0.11508015	  0.01971691	 -0.10784714	  0.08085646	 -0.04926454	  0.07432273	  0.01171396	  0.06405712	  0.07443764	  0.04810034	  0.15328295	  0.06632579	  0.00321537	 -0.04145771	   7.731
wing1181	C:\Waiting_wings\Maria\splininghome\Batch1\african_f_67n_012.tif	56.5	89	64	128.5	MP	3_7_2016	15:23:49	DMel	0.014	M	 -0.03524106	 -0.11389037	 -0.21980656	 -0.03140792	 -0.23356178	  0.01262797	 -0.15265099	  0.08662449	  0.11678937	  0.06600915	  0.19274397	  0.05435339	  0.00659860	 -0.06471183	 -0.00482047	 -0.01905611	  0.09142485	  0.00189721	  0.08698664	  0.01877987	  0.15330445	  0.02292381	  0.16932290	 -0.00657411	  0.19276749	 -0.01847443	  0.18482903	 -0.06944285	  0.14934085	 -0.10692170	  0.10048958	 -0.12127425	  0.04980514	 -0.12280340	 -0.00024844	 -0.11877156	 -0.09181451	 -0.10338883	 -0.13821470	 -0.09001219	 -0.18206088	 -0.06788258	 -0.23026506	 -0.01177142	 -0.21718332	  0.04653437	 -0.18825198	  0.07016432	 -0.10372383	  0.09727858	 -0.05664261	  0.09968534	 -0.00743819	  0.09685553	  0.05532068	  0.08814902	  0.15098754	  0.03809098	  0.19392812	  0.03330623	 -0.01631382	 -0.08206783	  0.06098266	 -0.04085481	  0.11339158	 -0.02281744	 -0.15146140	 -0.02233878	 -0.08189967	 -0.01837957	  0.03917402	 -0.01079496	  0.13733370	  0.00465664	 -0.17547014	  0.02528858	 -0.12003904	  0.03053882	 -0.05509378	  0.03283598	  0.01724819	  0.03066918	  0.11504221	  0.01986824	 -0.10650088	  0.07812608	 -0.04848935	  0.07275560	  0.01168343	  0.06255238	  0.07383897	  0.04769366	  0.15260638	  0.06737429	  0.00125213	 -0.04200275	   7.785
wing1182	C:\Waiting_wings\Maria\splininghome\Batch1\african_f_73n_001.tif	55	92.5	50.5	133.5	MP	3_7_2016	15:23:49	DMel	0.014	M	 -0.05561806	 -0.11127312	 -0.21954198	 -0.03281348	 -0.23273393	  0.01277512	 -0.15313335	  0.08310451	  0.11466029	  0.06786343	  0.19376990	  0.05736500	  0.00039618	 -0.05964370	 -0.00297615	 -0.01461509	  0.08604465	  0.00421336	  0.08377865	  0.02104991	  0.16074558	  0.02451530	  0.17115674	 -0.00518342	  0.19930785	 -0.02150051	  0.18498724	 -0.07162398	  0.14850595	 -0.10779420	  0.10021402	 -0.12188389	  0.04963910	 -0.12506708	 -0.00037500	 -0.12111720	 -0.09123246	 -0.10271134	 -0.13705336	 -0.08825795	 -0.18083376	 -0.06719285	 -0.23027361	 -0.01273045	 -0.21607632	  0.04494913	 -0.18740169	  0.06849909	 -0.10298374	  0.09236358	 -0.05634617	  0.09401210	 -0.00742003	  0.09140591	  0.05526152	  0.08423069	  0.15375138	  0.04123835	  0.19682451	  0.03532735	 -0.03004655	 -0.08031869	  0.05371067	 -0.03825236	  0.11073539	 -0.02001860	 -0.15095786	 -0.02217641	 -0.08086258	 -0.01616809	  0.04085951	 -0.00743692	  0.14028497	  0.00631980	 -0.17537495	  0.02373930	 -0.11903042	  0.02826877	 -0.05310771	  0.03098962	  0.02034112	  0.03025550	  0.11970708	  0.02221679	 -0.10416809	  0.07521387	 -0.04529607	  0.06821263	  0.01619997	  0.05936538	  0.08003344	  0.04637476	  0.15215547	  0.07111635	 -0.00022731	 -0.03720626	   7.397
wing1183	C:\Waiting_wings\Maria\splininghome\Batch1\african_f_73n_002.tif	46	98.5	43.5	140.5	MP	3_7_2016	15:23:49	DMel	0.014	M	 -0.05315207	 -0.11190834	 -0.21765702	 -0.03447332	 -0.23135829	  0.01541585	 -0.15910120	  0.08264816	  0.11673576	  0.06294698	  0.19420745	  0.05582833	  0.00011048	 -0.06035266	 -0.00240479	 -0.01613561	  0.08541292	  0.00356971	  0.08285833	  0.02091484	  0.15959384	  0.02319630	  0.17167885	 -0.00625886	  0.19846600	 -0.02009545	  0.18731467	 -0.07171657	  0.14881869	 -0.10694350	  0.10054958	 -0.12079054	  0.04993972	 -0.12492482	 -0.00021426	 -0.12145499	 -0.09101733	 -0.10240972	 -0.13677579	 -0.08761836	 -0.18055109	 -0.06658463	 -0.22957052	 -0.01214948	 -0.21615045	  0.04534502	 -0.18794961	  0.06982122	 -0.10304109	  0.09336448	 -0.05631626	  0.09498371	 -0.00729606	  0.09275579	  0.05532918	  0.08519914	  0.15339300	  0.04104239	  0.19531630	  0.03699916	 -0.02880943	 -0.08016843	  0.05466004	 -0.03833715	  0.11139404	 -0.02045124	 -0.14929520	 -0.02332997	 -0.07953329	 -0.01720262	  0.04142288	 -0.00778485	  0.14036110	  0.00637992	 -0.17325756	  0.02482491	 -0.11738940	  0.02975117	 -0.05194211	  0.03238811	  0.02100914	  0.03119431	  0.11949840	  0.02154283	 -0.10929139	  0.07565209	 -0.04945758	  0.06882437	  0.01290084	  0.05908661	  0.07764002	  0.04552461	  0.15359261	  0.07015474	 -0.00067200	 -0.03826360	   7.722
wing1184	C:\Waiting_wings\Maria\splininghome\Batch1\african_f_73n_003.tif	61	107	56.5	144.5	MP	3_7_2016	15:23:49	DMel	0.014	M	 -0.05503524	 -0.11583083	 -0.21868017	 -0.03102038	 -0.23156044	  0.01692531	 -0.14673616	  0.08779230	  0.11378014	  0.06709088	  0.19122562	  0.05559510	  0.00064591	 -0.06235058	 -0.00384412	 -0.01576349	  0.08783520	  0.00321240	  0.08743425	  0.01990502	  0.15915063	  0.02259298	  0.16775949	 -0.00402833	  0.19887403	 -0.00302881	  0.18528849	 -0.06826828	  0.15154425	 -0.10749867	  0.10257405	 -0.12340259	  0.05123356	 -0.12861935	  0.00025436	 -0.12578872	 -0.09143080	 -0.10627474	 -0.13724198	 -0.09034072	 -0.18043836	 -0.06758475	 -0.22825824	 -0.01311440	 -0.21818069	  0.04428108	 -0.18975636	  0.06891331	 -0.10465177	  0.09565866	 -0.05747548	  0.09742709	 -0.00823157	  0.09412130	  0.05458771	  0.08544701	  0.15182575	  0.03883765	  0.19405274	  0.03392562	 -0.03029300	 -0.08431924	  0.05212943	 -0.04059216	  0.10837112	 -0.02108055	 -0.15058868	 -0.02168729	 -0.08065629	 -0.01727061	  0.04072253	 -0.00806371	  0.13983604	  0.00581345	 -0.17445679	  0.02706178	 -0.11839170	  0.03043647	 -0.05284071	  0.03246751	  0.02020539	  0.03122721	  0.11879002	  0.02042600	 -0.10086222	  0.07603149	 -0.04318369	  0.06862037	  0.01678896	  0.05818537	  0.07918478	  0.04460880	  0.15025699	  0.06837368	 -0.00155696	 -0.03904965	   7.405
wing1185	C:\Waiting_wings\Maria\splininghome\Batch1\african_f_73n_004.tif	56	110.5	53.5	151.5	MP	3_7_2016	15:23:49	DMel	0.014	M	 -0.05481490	 -0.11157335	 -0.21955306	 -0.03238418	 -0.23260196	  0.01437046	 -0.15193102	  0.08562443	  0.11405882	  0.06252820	  0.19413350	  0.05367359	  0.00194506	 -0.05879412	  0.00033961	 -0.01473604	  0.08726212	  0.00299995	  0.08406203	  0.01937808	  0.15800405	  0.02138875	  0.16822872	 -0.00695947	  0.20083595	 -0.00691990	  0.18749767	 -0.06922997	  0.15179777	 -0.10756158	  0.10250713	 -0.12173027	  0.05151895	 -0.12421355	  0.00117544	 -0.12069231	 -0.09037466	 -0.10348354	 -0.13660879	 -0.08951394	 -0.18059391	 -0.06828098	 -0.22955923	 -0.01346074	 -0.21778325	  0.04493054	 -0.18917900	  0.06954702	 -0.10381148	  0.09439707	 -0.05683248	  0.09594188	 -0.00767215	  0.09313604	  0.05492138	  0.08460031	  0.15223292	  0.03839272	  0.19632738	  0.03300358	 -0.03013388	 -0.08025518	  0.05278321	 -0.03937418	  0.10898948	 -0.02171151	 -0.14980213	 -0.02254090	 -0.07960546	 -0.01649170	  0.04220543	 -0.00809813	  0.14196715	  0.00472262	 -0.17575713	  0.02534923	 -0.11972169	  0.02924266	 -0.05419730	  0.03177336	  0.01891154	  0.03131618	  0.11746613	  0.01980845	 -0.10533776	  0.07617384	 -0.04666406	  0.07031613	  0.01425186	  0.06017278	  0.07724829	  0.04543290	  0.15182801	  0.06670290	  0.00003567	 -0.03691816	   7.551
wing1186	C:\Waiting_wings\Maria\splininghome\Batch1\african_f_73n_005.tif	50	87	45	126	MP	3_7_2016	15:23:49	DMel	0.014	M	 -0.05462492	 -0.11117549	 -0.22115556	 -0.03087807	 -0.23297205	  0.01498945	 -0.15473187	  0.08273655	  0.11456048	  0.06605479	  0.19501914	  0.05479254	 -0.00062212	 -0.06120006	  0.00358661	 -0.01463755	  0.08426283	  0.00368323	  0.08552100	  0.02020475	  0.15937388	  0.02420760	  0.17329167	 -0.00320513	  0.19772437	 -0.01786183	  0.18648532	 -0.07190641	  0.14811959	 -0.10592424	  0.10047316	 -0.12172568	  0.04981469	 -0.12598505	 -0.00022739	 -0.12173344	 -0.09061292	 -0.10187086	 -0.13615585	 -0.08700334	 -0.17982207	 -0.06630165	 -0.23087017	 -0.01337237	 -0.21584548	  0.04462045	 -0.18713546	  0.06787090	 -0.10315601	  0.09325819	 -0.05654230	  0.09478046	 -0.00778961	  0.09130069	  0.05456528	  0.08289402	  0.15304752	  0.04125200	  0.19616380	  0.03598795	 -0.02876373	 -0.08068639	  0.05527298	 -0.03809132	  0.11251450	 -0.01932212	 -0.15098567	 -0.02109115	 -0.08065528	 -0.01542629	  0.04170817	 -0.00803698	  0.14102461	  0.00775868	 -0.17658467	  0.02503049	 -0.12028007	  0.02876022	 -0.05444780	  0.03155968	  0.01892677	  0.03082694	  0.11810236	  0.02159433	 -0.10578275	  0.07483557	 -0.04701212	  0.06708582	  0.01429755	  0.05717762	  0.07809883	  0.04406199	  0.15253038	  0.06808023	  0.00229038	 -0.03796971	   7.679
wing1187	C:\Waiting_wings\Maria\splininghome\Batch1\african_f_73n_007.tif	44.5	91	40	132	MP	3_7_2016	15:23:49	DMel	0.014	M	 -0.05419009	 -0.11078107	 -0.21682052	 -0.03526555	 -0.23259523	  0.01110417	 -0.15793499	  0.08222572	  0.11792347	  0.06565466	  0.19549380	  0.05436801	 -0.00267912	 -0.06052291	 -0.00473162	 -0.01498777	  0.08614570	  0.00381281	  0.08591352	  0.02020059	  0.15941291	  0.02368049	  0.17225997	 -0.00471450	  0.19813563	 -0.02091297	  0.18567238	 -0.07104681	  0.14883283	 -0.10761611	  0.10042556	 -0.12072887	  0.04992145	 -0.12446616	 -0.00006852	 -0.12057463	 -0.09074422	 -0.10179426	 -0.13642612	 -0.08711016	 -0.18014395	 -0.06616712	 -0.23003122	 -0.01215569	 -0.21500574	  0.04507715	 -0.18648143	  0.06835110	 -0.10265532	  0.09465887	 -0.05589843	  0.09649754	 -0.00701020	  0.09311969	  0.05546278	  0.08454493	  0.15365164	  0.04121980	  0.19708170	  0.03468769	 -0.02982397	 -0.07910000	  0.05437557	 -0.03748607	  0.11148016	 -0.01953625	 -0.14914268	 -0.02253049	 -0.07935625	 -0.01531255	  0.04158470	 -0.00672608	  0.14068030	  0.00679406	 -0.17557694	  0.02354373	 -0.11936804	  0.02830547	 -0.05359955	  0.03155992	  0.01974807	  0.03047916	  0.11886094	  0.02130906	 -0.10845107	  0.07503004	 -0.04893188	  0.06790444	  0.01333685	  0.05952305	  0.07784071	  0.04615614	  0.15456290	  0.06774892	 -0.00113646	 -0.03802117	   7.725
wing1188	C:\Waiting_wings\Maria\splininghome\Batch1\african_f_73n_008.tif	53.5	111.5	53	153	MP	3_7_2016	15:23:49	DMel	0.014	M	 -0.05357133	 -0.11183689	 -0.21884814	 -0.03647965	 -0.23367489	  0.01321336	 -0.15054299	  0.08480749	  0.11724787	  0.06499629	  0.19400197	  0.05495604	  0.00119186	 -0.05890335	 -0.00126276	 -0.01368240	  0.08688478	  0.00441551	  0.08715304	  0.01983677	  0.16154431	  0.02355561	  0.17210864	 -0.00408602	  0.19783120	 -0.02132038	  0.18407196	 -0.07079653	  0.14725873	 -0.10600831	  0.09951868	 -0.12088077	  0.04902586	 -0.12544086	 -0.00099888	 -0.12139144	 -0.09170014	 -0.10260038	 -0.13748283	 -0.08814987	 -0.18147570	 -0.06760414	 -0.23172644	 -0.01314316	 -0.21652074	  0.04481480	 -0.18792810	  0.06831348	 -0.10376672	  0.09376488	 -0.05707949	  0.09534706	 -0.00825818	  0.09201050	  0.05416264	  0.08369478	  0.15223592	  0.04068904	  0.19451966	  0.03718770	 -0.02884998	 -0.08002296	  0.05479084	 -0.03738589	  0.11175434	 -0.01906924	 -0.15037119	 -0.02181491	 -0.08032005	 -0.01413024	  0.04085367	 -0.00618887	  0.14001241	  0.00778974	 -0.17760682	  0.02507722	 -0.12079752	  0.02881017	 -0.05439511	  0.03150617	  0.01961794	  0.03058982	  0.11966480	  0.02108189	 -0.10370571	  0.07318984	 -0.04495040	  0.06648819	  0.01619510	  0.05690696	  0.07986674	  0.04428302	  0.15399454	  0.06989339	  0.00032660	 -0.03628345	   7.631
wing1189	C:\Waiting_wings\Maria\splininghome\Batch1\african_f_73n_009.tif	48.5	84.5	42.5	127.5	MP	3_7_2016	15:23:49	DMel	0.014	M	 -0.04934159	 -0.11526669	 -0.21780441	 -0.03636781	 -0.23419859	  0.01663763	 -0.14941723	  0.08529852	  0.11925558	  0.06568290	  0.19683115	  0.05698454	  0.00588059	 -0.06005094	 -0.00529489	 -0.01646944	  0.08992778	  0.00348613	  0.08879068	  0.01930174	  0.15117771	  0.02454198	  0.17335673	 -0.00707362	  0.20012780	 -0.02298751	  0.18259451	 -0.06947875	  0.14310331	 -0.09705403	  0.09782695	 -0.11542748	  0.04884094	 -0.12658162	 -0.00169730	 -0.12405922	 -0.09253560	 -0.10428850	 -0.13816232	 -0.08875663	 -0.18172629	 -0.06687216	 -0.23239808	 -0.01242659	 -0.21663044	  0.04595748	 -0.18762405	  0.06882862	 -0.10366651	  0.09426454	 -0.05699581	  0.09630597	 -0.00809506	  0.09346992	  0.05446775	  0.08558857	  0.15282698	  0.04217081	  0.19785686	  0.03210213	 -0.02659530	 -0.08153008	  0.05703440	 -0.03958586	  0.11355059	 -0.02133512	 -0.14967704	 -0.02378496	 -0.07940067	 -0.01734746	  0.04270032	 -0.00860741	  0.14198559	  0.00696967	 -0.17515552	  0.02529676	 -0.11999117	  0.02943640	 -0.05542952	  0.03130711	  0.01650500	  0.03057907	  0.11379456	  0.02030403	 -0.10314187	  0.07529840	 -0.04674232	  0.06751141	  0.01234005	  0.05917117	  0.07367515	  0.04666877	  0.15593957	  0.07042442	  0.00133104	 -0.03823685	   7.690
